acronym_,expansion,id,text
NAPA,national adaptation programme of action,1501,"To access those funds, a number of countries had elaborated proposals for developing their NAPA with support from GEF, through UNDP and UNEP."
NAPA,national adaptation programme of action,1502,"In an effort to provide ongoing support to least developed countries involved in the NAPA process, the Climate Change Programme, with funds from the French Ministry of the Environment, used its past experience in providing online services to develop a new project for online technical support to country teams."
NAPA,national adaptation programme of action,1503,"provide ongoing support to least developed countries involved in the NAPA process, the Climate Change Programme, with funds from the French Ministry of the Environment, used its past experience in providing online services to develop a new project for online technical support to country teams."
NAPA,national adaptation programme of action,1504,"nvention on Climate Change; (g) Establishment, with funding from the World Meteorological Organization, of the drought monitoring centre in Nairobi, with sub-centres in Niamey and Harare for monitoring, forecasting and timely early warning in the region; (h) Implementation of 11 projects to carry out assessment of impacts and adaptation to climate change and supporting many countries to prepare a NAPA; (i) Implementation of the project on strengthening the capacity of civil society in least developed countries for adaptation to climate change; (j) Sixteen African countries have designated national authorities to approve clean development mechanism projects; (k) Community development carbon fund projects have been developed in some countries through a spec"
UNEP,The United Nations Environment Programme,1505,"Specifically: (a) UNEP shall be invited by the Executive Committee to cooperate and assist in political promotion of the objectives of the Protocol, as well as in research, data gathering and the clearing-house functions; (b) The United Nations Development Programme and such other agencies which, within their areas of expertise, may be able to assist shall be invited by the Execu"
UNEP,The United Nations Environment Programme,1506,UNEP was represented.
UNEP,The United Nations Environment Programme,1507,UNEP was represented at the session.
UNEP,The United Nations Environment Programme,1508,Title adoption Page 17/1 Cooperation and linkages between the United Nations Environment Programme and other relevant United Nations bodies 21 May 1993 33 17/2 Additional proposed follow-up actions to resolutions adopted by the General Assembly related to the United Nations Conference on Environment and Development 21 May 1993 34 17/3 Annual Reports of the Executive Director 21 May 1993 34 17/4 UNEP and the role of women in environment and development 21 May 1993 35 17/5 Application of environmental norms by military establishments 21 May 1993 36 17/6 State-of-the-environment reports 21 May 1993 37 17/7 The environmental effects of the conflict between Iraq and Kuwait 21 May 1993 38 17/8 Memoranda of understanding concerning cooperation between the Uni
UNEP,The United Nations Environment Programme,1509,"UNEP and the strengthening of the regional offices Fully aware that the United Nations Conference on Environment and Development held in Rio de Janeiro in June 1992 initiated a process that should lead all countries of the world to sustainable development and noting that Agenda 21, 3/ in its paragraph 38.23, states that the regional offices of the United Nations"
UNEP,e United Nations Environment Programm,1510,To request the Industry and Environment Programme Activity Centre of thUNEPe to function as a clearing-house for information relevant to international halon bank management and further request the Centre to liaise with and coordinate its activities with the implementing agencies designated under the Financial Mechanism to encourage Parties to provide pertinent information to the above-mentioned clearing-house; Decision IV/27.
UNEP,e United Nations Environment Programm,1511,"Specifically: (a) ThUNEPe shall be invited by the Executive Committee to cooperate and assist in political promotion of the objectives of the Protocol, as well as in research, data gathering and the clearing-house functions; (b) The United Nations Development Programme and such other agencies which, within their areas of expertise, may be able to assist shall be invited by the Executi"
UNEP,e United Nations Environment Programm,1512,"al Trade Centre UNCTAD/GATT at its present level; (c) Decides to defer action on the proposal of the Secretary-General to abolish the post of Under-Secretary-General of the United Nations Centre for Human Settlements (Habitat) and requests him to reconsider his proposal and to report in the context of the programme budget for the biennium 1994-1995 on future secretariat support arrangements for thUNEPe and Habitat, including the question of separate senior management arrangements for Habitat, taking into account the views and recommendations of the Commission on Human Settlements, the Governing Council of thUNEPe and the Economic and Social Council and the views expressed by Member States; II 4."
UNEP,e United Nations Environment Programm,1513,"governing bodies of the United Nations Development Programme (UNDP), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the Office of the United Nations High Commissioner for Refugees (UNHCR) (voluntary funds), the United Nations International Drug Control Programme (UNDCP), the United Nations Relief and Works Agency for Palestine Refugees in the Near East, thUNEPe (Environment Fund), the United Nations Habitat and Human Settlements Foundation, the United Nations Institute for Disarmament Research (UNIDIR), the United Nations University, the United Nations Institute for Training and Research (UNITAR) and the World Food Programme."
UNEP,e United Nations Environment Programm,1514,"Elections to fill vacancies in subsidiary organs and other elections: (a) Election of twenty-nine members of the Governing Council of thUNEPe The General Assembly will need to fill the seats being vacated by the following States: Argentina, Austria, Barbados, Brazil, Burundi, China, France, Gabon, Gambia, Germany, Indonesia, Japan, Kuwait, Lesotho, Mauritius, New Zealand, Norway, Peru, Philippines, Russian Federation, Spain, Thailand, Tunisia, Ukraine, United States of America, Venezuela, Yugoslavi"
UNEP,e United Nations Environment Programm,1515,"econsider his proposal and to report in the context of the programme budget for the biennium 1994-1995 on future secretariat support arrangements for thUNEPe and Habitat, including the question of separate senior management arrangements for Habitat, taking into account the views and recommendations of the Commission on Human Settlements, the Governing Council of thUNEPe and the Economic and Social Council and the views expressed by Member States; II 4."
UNEP,United Nations Environment Programme,1516,To request the Industry and Environment Programme Activity Centre of the UNEP to function as a clearing-house for information relevant to international halon bank management and further request the Centre to liaise with and coordinate its activities with the implementing agencies designated under the Financial Mechanism to encourage Parties to provide pertinent information to the above-mentioned clearing-house; Decision IV/27.
UNEP,United Nations Environment Programme,1517,"Furthermore, the Committee questions the rationale with regard to its inclusion in section 17 (UNEP) of the programme budget, and believes that these matters should be examined and reviewed in the context of both the restructuring exercise within the Secretariat and the preparation of the proposed programme budget for the biennium 1994-1995."
UNEP,United Nations Environment Programme,1518,"Trade Centre UNCTAD/GATT at its present level; (c) Decides to defer action on the proposal of the Secretary-General to abolish the post of Under-Secretary-General of the United Nations Centre for Human Settlements (Habitat) and requests him to reconsider his proposal and to report in the context of the programme budget for the biennium 1994-1995 on future secretariat support arrangements for the UNEP and Habitat, including the question of separate senior management arrangements for Habitat, taking into account the views and recommendations of the Commission on Human Settlements, the Governing Council of the UNEP and the Economic and Social Council and the views expressed by Member States; II 4."
UNEP,United Nations Environment Programme,1519,"verning bodies of the United Nations Development Programme (UNDP), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the Office of the United Nations High Commissioner for Refugees (UNHCR) (voluntary funds), the United Nations International Drug Control Programme (UNDCP), the United Nations Relief and Works Agency for Palestine Refugees in the Near East, the UNEP (Environment Fund), the United Nations Habitat and Human Settlements Foundation, the United Nations Institute for Disarmament Research (UNIDIR), the United Nations University, the United Nations Institute for Training and Research (UNITAR) and the World Food Programme."
UNEP,United Nations Environment Programme,1520,"Specifically: (a) The UNEP shall be invited by the Executive Committee to cooperate and assist in political promotion of the objectives of the Protocol, as well as in research, data gathering and the clearing-house functions; (b) The United Nations Development Programme and such other agencies which, within their areas of expertise, may be able to assist shall be invited by the Executive"
UNEP,United Nations Environment Programme,1521,"onsider his proposal and to report in the context of the programme budget for the biennium 1994-1995 on future secretariat support arrangements for the UNEP and Habitat, including the question of separate senior management arrangements for Habitat, taking into account the views and recommendations of the Commission on Human Settlements, the Governing Council of the UNEP and the Economic and Social Council and the views expressed by Member States; II 4."
APP,adaptation planning and practices,1522,"air of the SBSTA, to organize, before its twenty-seventh session, a workshop with the participation of Parties, relevant organizations, business, civil society, decision makers and other stakeholders, to exchange information and views on existing adaptation practices, experiences, needs, gaps, opportunities, barriers and constraints, and on the contribution of traditional knowledge to the work on APP taking into account the miscellaneous document referred to in paragraph above and the synthesis reports referred to in paragraph above."
APP,adaptation planning and practices,1523,"rom 18 to 26 May 2006 Note by the secretariat Original: English Twenty-seventh session Bali, 3 - 11 December 2007 Item 3 of the provisional agenda Synthesis of outputs of the work of the Least Developed Countries Expert Group, the Consultative Group of Experts on National Communications from Parties not included in Annex I to the Convention and the Expert Group on Technology Transfer, relevant to APP Note by the secretariat Contents Paragraphs Page Introduction Mandate The Subsidiary Body for Scientific and Technological Advice (SBSTA), at its twenty-fifth session, requested the secretariat to prepare, by its twenty-seventh session, a synthesis report based on outputs relevant to APP from the work of the Least Developed Countries"
APP,adaptation planning and practices,1524,"The implementation of the Nairobi work programme is progressing, including through the organization of the mandated workshop on climate related risks and extreme events, and the preparation of the workshop on APP."
APP,adaptation planning and practices,1525,"In this regard, the Chair of the CGE reported the outcomes of her participation in the eleventh meeting of EGTT held in Bonn, Germany, from 4 to 5 May 2007, the meeting of the Chairs of the three expert groups convened by the SB Chairs at SBI 26 and the workshop on APP under the Nairobi work programme on impacts, vulnerability and adaptation to climate change held in Rome, Italy, from 10 to 12 September 2007."
APP,adaptation planning and practices,1526,"nex I to the Convention and the Expert Group on Technology Transfer, relevant to APP Note by the secretariat Contents Paragraphs Page Introduction Mandate The Subsidiary Body for Scientific and Technological Advice (SBSTA), at its twenty-fifth session, requested the secretariat to prepare, by its twenty-seventh session, a synthesis report based on outputs relevant to APP from the work of the Least Developed Countries Expert Group (LEG), the Consultative Group of Experts on National Communications from Parties not included in Annex I to the Convention (CGE) and the Expert Group on Technology Transfer (EGTT), as appropriate."
APP,adaptation planning and practices,1527,"Workshop on climate related risks and extreme events, Cairo, Egypt, 18 - 20 June 2007 Workshop on APP, Rome, Italy, 10 - 12 September 2007 Workshops and expert meetings on socio-economic information, methods and tools, data and observation and climate modelling will take place in 2008 UNFCCC secretariat and 90 other United Nations, intergovern-mental and non-governmental organizations <http://unfccc.int/3633.php> Remaining regional adaptation workshops or/expert m"
APP,Asia-Pacific Partnership on Clean Development and Climate,1528,The focus of the APP is the development and transfer of cleaner energy-generating technologies.
APP,Asia-Pacific Partnership on Clean Development and Climate,1529,"In addition, Japan had joined the APP, a regional initiative aimed at promoting environmentally friendly development."
APP,Asia-Pacific Partnership on Clean Development and Climate,1530,"Australia was actively involved in a number of partnerships, including the APP."
APP,Asia-Pacific Partnership on Clean Development and Climate,1531,"Lead partner(s): Government of Japan (Ministry of Economy, Trade and Industry) APP Primary theme(s): Energy for sustainable development, climate change This regional partnership aims to accelerate global deployment of clean energy technologies by focusing on expanding markets for investment and trade in cleaner energy technologies, goods and services."
APP,Asia-Pacific Partnership on Clean Development and Climate,1532,"Australia suggested that the APP provides a good opportunity for bilateral and multilateral cooperation on clean energy development, including in the areas of clean coal, natural gas, methane capture and use, nuclear power and bioenergy."
APP,Asia-Pacific Partnership on Clean Development and Climate,1533,Some participants mentioned the APP as an example of a partnership that facilitates private sector and government partnership in the development of a low carbon economy.
RoLa,Rolling Highway,1534,Bonus permits for transport by road are issued whenever Serbian road transporters use the RoLa (RO-LA) train through Hungary (in accordance with a bilateral agreement between Serbia and Hungary).
RoLa,Rolling Highway,1535,Accompanied road-rail traffic (RoLa) showed in 2006 an increase of around 16 per cent (+25 per cent in national and +15 per cent in international traffic).
RoLa,Rolling Highway,1536,"it within the Romanian railway network on the basis of the EU Customs transit procedures (Decision by the Ministry of Finance, Directorate-General for Customs) in order to establish a common transit system for goods transported by rail on Romanian territory as of 27 November 2000 and officially recognise the international transport documents CIM and CIM-UIRR for intermodal transport units and for RoLa transport (RO-LA) as well as the Intercontainer consignment note as declarations for international Customs transit."
RoLa,Rolling Highway,1537,"The representative of the International Road Transport Union (IRU) informed the Working Party about a project exploring the RoLa techniques, including lorry drivers' safety, monitoring of experiments with new railway wagons for RoLa and a project on the transfer potential from road to combined transport over distances of more than 500 km."
RoLa,Rolling Highway,1538,"Furthermore, the Swiss Federal Office of Transport has opened an international competitive bid for the provision of RoLas across the Swiss Alps for 2012-2018."
RoLa,rolling highway,1539,"Non-accompanied combined transport in the Alpine area slightly increased, while accompanied transport increased due to the introduction of the new RoLa Loetschberg - Simplon."
RoLa,rolling highway,1540,The Swiss Federal Office of Transport and RAlpin SA have agreed upon an arrangement which guarantees the company financing from the Swiss Government for the service operations of RoLas on links fr
RoLa,rolling highway,1541,Alps and SwF 36 million to RoLas.
RoLa,rolling highway,1542,"SwF 162 million were assigned to transalpine non-accompanied combined transport, SwF 16 million to non-accompanied combined transport not crossing the Alps and SwF 36 million to RoLas."
RoLa,rolling highway,1543,The Swiss Federal Office of Transport and RAlpin SA have agreed upon an arrangement which guarantees the company financing from the Swiss Government for the service operations of RoLas on links from Freiburg i.
RoLa,rolling highway,1544,"31/2008 of the Romanian Parliament, approving the Government Programme 2009 - 2012, specifically specifies: Encourage transport of the RoLa type (RO-LA); Establish logistics centres in developing regions to foster combined road-rail transport."
RoLa,rolling road technique,1545,"For countries which are not members of the European Union these additional protocols state, amongst other specific measures, that supplementary permits for goods transport by road will be issued if the RoLa (RoLA) in, to and from Austria is used."
RoLa,rolling road,1546,"The main markets identified for combined transport expansion are the routes between CEECs and the Russian Federation (which in the past carried a high volume of container traffic), the RoLa (especially for Baltic Sea and Black Sea traffic), the routes towards the EU, and domestic traffic in the largest CEECs (mainly Romania and Poland)."
RoLa,rolling road,1547,It shall be possible to generate maximum braking forces under static conditions on a RoLa or roller brake tester.
RoLa,rolling road,1548,"The development of combined transport or, more precisely, unaccompanied combined transport — as the RoLa is a costly method in which railways are treated as an appendage of roads — is still in its infancy and a great deal of research needs to be done to identify other opportunities."
RoLa,rolling road,1549,"In the case of RoLa, only road vehicles are driven on and off a train."
RoLa,rolling road,1550,"Jerusalem Post, 20 May 1994) On 24 May 1994, the residents of Gush Katif began patRoLas in the area in order to monitor the implementation of the agreements with the PLO, following concerns that the Palestinian police were already violating them."
RoLa,rolling road,1551,"A study of combined transport (the ""RoLa"") on the railway lines between Klaipeda and Šumskas and between Kaliningrad and Šumskas."
PI,Positive ignition,1552,D. PI engine with three-way catalytic converter running on LPG and oxygenated fuels or compression-ignition engines running on CNG.
PI,Positive ignition,1553,PI engines Measure gaseous emissions using an exhaust gas analyser in accordance with the regulations.
PI,Positive ignition,1554,"PI engine-powered vehicles and hybrid electric vehicles equipped with a positive-ignition engine shall be subject to the following tests: Paragraph 5.2.2.,"
PI,Positive ignition,1555,"PI engine-powered vehicles and hybrid electric vehicles equipped with a positive-ignition engine shall be subject to the following tests: Type I (verifying the average exhaust emissions after a cold start), Type II (carbon monoxide emission at idling speed), Type III (emission of crankcase gases), Type IV (evaporation emissions), Type V (durability of anti-pollution devices), Type V"
PI,Positive ignition,1556,"PI engine-powered vehicle and hybrid electric vehicles equipped with positive-ignition engine fuelled with LPG or NG (mono or bi-fuel) shall be subjected to the following tests (according to Table 1): Type II (carbon monoxide emissions at idling speed), Type IV (evaporative emissions), where applicable, Type VI (verifying the average low ambient temperature carbon monoxide and hydro"
PI,Positive Ignition,1557,Vehicles with PI Engines 2.3.1.1.
RECs,Regional Environmental Centres,1558,"Finally, withFor the implementation of the environmental strategy for EECCA, the network of RECs had developed a joint work programme for 2004-2007."
RECs,Regional Environmental Centres,1559,"The RECs have facilitated environmental dialogue, networking and regional cooperation mainly to bring civil society into the transition process."
RECs,Regional Environmental Centres,1560,"s include the European Commission and the European Environment Agency, other United Nations agencies, such as the United Nations Educational, Scientific and Cultural Organization (UNESCO), the United Nations Environment Programme (UNEP) and the World Health Organization (WHO), and other organizations such as the Task Force for the Implementation of the Environmental Action Programme (EAP) and the RECs."
RECs,Regional Environmental Centres,1561,"The assistance will be provided in such a way as to fully use existing mechanisms and international institutional arrangements, e.g. the RECs for the Caucasus, for Central Asia and for Eastern Europe."
RECs,Regional Environmental Centres,1562,"nsboundary aspects of integrated water resources management in EECCA countries (e.g. United Nations Environment Programme (UNEP), United Nations Development Programme (UNDP), World Health Organization (WHO), European Commission, Organization for Economic Co-operation and Development (OECD), Global Water Partnership (GWP), Organization for Security and Cooperation In Europe (OSCE) and the relevant RECs); (d) Invite all EECCA countries to continue implementing, the Governments of Denmark and the Russian Federation to continue leading, and all other countries and relevant international organizations and institutions in the region to continue contributing to the Partnership in line with the outcome of the Kiev Ministerial Conference (ECE/CEP/94/Rev.1, paragraph 51)."
RECs,Regional Environmental Centres,1563,"RECs have facilitated environmental dialogue, networking and regional cooperation with the main aim of bringing the civil society into the transition process."
RECs,Regional Economic Communities,1564,"Invitations were also extended to associations of universities, including the Association of African Universities (AAU), the Commonwealth Association of Universities (CAU) and the International Association of Universities (IAU), as well as to academics, individuals from the private sector, policy makers from selected countries and to representatives of the RECs, the ECA subregional development centres, other United Nations organizations and development partners."
RECs,Regional Economic Communities,1565,"The Summit expressed satisfaction at the progress being made in the implementation of the African Economic Community, following the signing of the Protocol on the Relations between the African Economic Community and RECs on 25 February 1998 in Addis Ababa, Ethiopia."
RECs,Regional Economic Communities,1566,"Initiatives at the Subregional Level During the period under review, ECA subregional offices (SROs) continued to promote policy dialogue and to support development initiatives through ICE meetings and through collaborative arrangements with major RECs and Inter-governmental Organizations for advancing the process of regional integration and cooperation on the continent."
RECs,Regional Economic Communities,1567,"The first significant step taken in this direction was the signing on 25 February 1998, in Addis Ababa, of the Protocol on The Relationship between the African Economic Community and the RECs."
RECs,Regional Economic Communities,1568,"WHO prepared a draft health protocol to the Abuja Treaty Establishing the African Economic Community (A/46/651, annex) and the Protocol for Relations between the African Economic Community and the RECs."
RECs,Regional Economic Communities,1569,Support to the RECs and for the establishment of self-financing mechanisms confirmed the ECA's leading role in these areas.
SLM,sustainable land management,1570,"These lie in the causal nexus between population increase, limited land resources, land shortage, poverty, non-SLM practices and land degradation."
SLM,sustainable land management,1571,"Land shortage and poverty, taken together, lead to non-SLM practices, the direct causes of land degradation."
SLM,sustainable land management,1572,"systems, including land registration, land transaction and property taxation procedures needed for the efficient functioning of land markets and the generation of revenues; (h) Land resource management: strengthening global coordination of land resource management activities through the various bilateral and multilateral agencies and programmes to promote the transfer of applicable experience of SLM practices to and among developing countries."
SLM,sustainable land management,1573,"The many forms of environmental degradation, including deforestation, wind and water erosion, soil acidification and salinization, over-grazing, pollution, the extinction of plant and animal species, desertification, and even climate change and associated sea-level rise, are in a sense results of the inability of mankind to ensure SLM."
SLM,sustainable land management,1574,Ways of dealing with the scarcity of water are a fundamental part of SLM.
SLM,sustainable land management,1575,"Various studies, meetings and workshops considered other aspects of desertification assessment and land management, such as the interaction between climate and desertification, soil resilience, the assessment of degradation in cultivated soils, indicators of sustainability, land quality and community evaluation of project activities, appropriate technologies for SLM and economic valuation of environment and natural resources."
SLM,Sustainable Land Management,1576,"The first is the new Operational Program on SLM, which emphasizes an integrated, cross-sectoral approach consistent with the proposed approach to adaptation."
SLM,Sustainable Land Management,1577,"with the Global Environment Facility Taking note of the report by the secretariat as contained in document ICCD/CRIC(2)/6, Taking into consideration the report of the first session of the Committee for the Review of the Implementation of the Convention in referring to issues Parties would wish to see addressed in the implementation of the Global Environment Facility (GEF) Operational Programme on SLM, Designation of a financial mechanism 1."
SLM,Sustainable Land Management,1578,"Invites the Council of the Global Environment Facility at its May 2003 meeting to adopt the Operational Programme for the Prevention and Control of Desertification through SLM; ""6."
SLM,Sustainable Land Management,1579,"The Global Environment Facility Council met in Washington, D.C., from 14 to 16 May 2003 and approved the Operational Programme on SLM as a framework to operationalize the land degradation focal area."
SLM,Sustainable Land Management,1580,"With regard to the implementation of the new GEF Operational Programme on SLM, UNEP has indicated its willingness to make use of its comparative advantage in addressing transboundary issues, and support countries in awareness raising and the requisite capacity strengthening."
SLM,Sustainable Land Management,1581,"In this context, the World Bank launched the Brazil SLM Study Tours in 1998 to demonstrate the role and impact of the no-tillage system approach in sustainable land management, the process of adoption by Brazilian farmers' organizations, different strategies of technology generation and its dissemination, including the social, environmental, organizational, institutional and policy aspects, with emphasis on smallholder agric"
RCM-Africa,Regional Coordination Mechanism for Africa,1582,"(United States dollars) Type of travel Mission planning/assessment/ consultation Support for meetings of the RCM-Africa, including the convening of advance meetings to review the compliance of the subclusters of the peace and security cluster with decisions of the Mechanism Ongoing capacity-building support for the African Union and the regional economic communities regarding the development of common indicators for early warning and the sharing, as appropriate, of informa"
RCM-Africa,Regional Coordination Mechanism for Africa,1583,The RCM-Africa has recommended that the implementation of the programme be accelerated through a comprehensive work programme among the regional coordination mechanism clusters and the African Union organs.
RCM-Africa,Regional Coordination Mechanism for Africa,1584,"Various departments, and programmes, funds and agencies of the United Nations system as well as the RCM-Africa and its cluster system contributed to the operationalization of the programme."
RCM-Africa,Regional Coordination Mechanism for Africa,1585,"The African Group welcomes the steps taken by the United Nations for the integration of the ten-year capacity-building programme into the United Nations RCM-Africa in order to develop greater ownership and understanding of the capacity needs of the African Union, thus creating the necessary synergies to enhance specific actions aimed at the integration of the programme into the work of the various United Nations agencies and organs."
RCM-Africa,Regional Coordination Mechanism for Africa,1586,"Requests the Secretary-General to promote greater coherence in the work of the United Nations system in support of the New Partnership, on the basis of the agreed clusters of the RCM-Africa, and in this regard calls upon the United Nations system to continue to mainstream the special needs of Africa in all its normative and operational activities; 51."
RCM-Africa,Regional Coordination Mechanism for Africa,1587,"able) 1.6 The United Nations-African Union Joint Task Force on Peace and Security continues to meet twice annually on strategic issues of mutual concern (2009/10: not available; 2010/11: not available; 2011/12: 2) Outputs :: Co-chairing of 3 meetings of the peace and security cluster and 4 meetings of the subclusters, and advice and guidance provided, as appropriate :: Support for meetings of the RCM-Africa, including the convening of advance meetings to review the compliance of the subclusters of the peace and security cluster with decisions of the Mechanism :: Support for the annual meeting of the United Nations Security Council and the African Union Peace and Security Council :: Support for weekly meetings of the African Union partners group and monthly a"
RCM-Africa,Regional Coordination Mechanism of United Nations Agencies and Organizations Working in Africa,1588,"instreaming, empowerment of women and civil society participation I. African Peer Review Mechanism Response of the international community: building on the momentum of international support for Africa's development A. Official development assistance B. Debt relief C. Foreign direct investment D. Trade E. South-South cooperation Support provided by the United Nations system A. Strengthening of the RCM-Africa in Support of the African Union and its NEPAD Programme and the cluster system B. Millennium Villages Conclusions and recommendations The present report responds to that request."
ECOSOC,Economic and Social Council resolution,1589,Nations Environment Programme (resolution 2997 (XXVII) of 15 December 1972 and decisions 46/306 of 22 October 1991 and 47/318 of 19 January 1993); (b) Election of twelve members of the World Food Council (resolution 3348 (XXIX) of 17 December 1974 and decisions 47/306 A of 21 October 1992 and 47/306 B of 6 May 1993); (c) Election of twenty members of the Committee for Programme and Coordination (ECOSOC 2008 (LX) of 14 May 1976 and decision 47/307 of 21 October 1992); (d) Election of the United Nations High Commissioner for Refugees (resolution 428 (V) of 14 December 1950 and decision 45/319 of 21 December 1990).
ECOSOC,Economic and Social Council resolution,1590,"The Advisory Committee has no objection to the Secretary-General's estimate of additional requirements in the biennium 1992-1993, totalling $292,500, attributable to ECOSOCs 1992/17 and 1992/18 of 30 July 1992 and Council decisions 1992/259 of 20 July 1992 and 1992/271 and 1992/272 of 30 July 1992."
ECOSOC,Economic and Social Council resolution,1591,"(c) Effective mobilization and integration of women in development The attention of the General Assembly is drawn to ECOSOC 1993/12, entitled ""Women, environment and development""."
ECOSOC,Economic and Social Council resolution,1592,Prevention and control of acquired immune deficiency syndrome The attention of the General Assembly is drawn to ECOSOC 1993/51.
ECOSOC,Economic and Social Council resolution,1593,"The Committee has no objection to the Secretary-General's proposals to finance the additional requirements for the expansion of the crime prevention and criminal justice programme under section 21D, pursuant to General Assembly resolution 46/152 and ECOSOCs 1992/22 of 30 July 1992 and 1992/24, from within the overall appropriations of sections 21, 23 to 26 and 33 of the programme budget for the biennium 1992-1993 (see paras."
ECOSOC,Economic and Social Council resolution,1594,"Report of the Economic and Social Council (rule 13 (b); resolutions 46/204 of 20 December 1991, 47/40 of 1 December 1992 and 47/170 and 47/172 of 22 December 1992 and decisions 47/438 of 22 December 1992 and 47/460 of 23 December 1992; ECOSOC 1992/57 of 31 July 1992)."
ECOSOC,Economic and Social Counci,1595,"Participation of non-governmental organizations The secretariat established at the meetings of the Preparatory Committee that non-governmental human rights organizations in consultative status with the ECOSOCl and those working actively in the field of human rights and/or development and based in the corresponding regions may, after consulting with the countries of the region, participate in the World Conference on Human Rights."
ECOSOC,Economic and Social Counci,1596,"A/47/1011 ADOPTION OF THE AGENDA AND ORGANIZATION OF WORK REPORT OF THE ECONOMIC AND SOCIAL COUNCIL SOCIAL DEVELOPMENT: QUESTIONS RELATING TO THE WORLD SOCIAL SITUATION AND TO YOUTH, AGEING, DISABLED PERSONS AND THE FAMILY Letter dated 2 September 1993 from the President of the ECOSOCl to the President of the General Assembly The ECOSOCl, in its resolution 1993/23 of 27 July 1993, which was adopted on the recommendation of the Commission for Social Development, approved the attached draft resolution entitled ""International Year of the Family"", for transmission to the General Assembly for its adoption."
ECOSOC,Economic and Social Counci,1597,"International Organization for the Elimination of All Forms of Racial Discrimination Equality of treatment and opportunity The International Organization for the Elimination of All Forms of Racial Discrimination, an institution founded 17 years ago and recognized by the United Nations in consultative status with the ECOSOCl, has been struggling since then for equality of treatment and of social, economic and political opportunity all over the world."
ECOSOC,Economic and Social Counci,1598,"At its most recent session, the Sub-Commission on Prevention of Discrimination and Protection of Minorities adopted, without a vote, the resolution contained in document E/CN.4/Sub.2/1992/L.28, in which it recommends that the Commission and the ECOSOCl authorize two experts to carry out a study on impunity."
ECOSOC,Economic and Social Counci,1599,"SH WORLD CONFERENCE ON HUMAN RIGHTS Regional Meeting for Latin America and the Caribbean San José, Costa Rica, 18-22 January 1993 Agenda items 7, 8, 11 and 12 RECOMMENDATIONS TO ENSURE THE NECESSARY TECHNICAL AND FINANCIAL COOPERATION FOR THE STRENGTHENING OF THE PROMOTION AND PROTECTION OF HUMAN RIGHTS Written statements submitted by non-governmental organizations in consultative status with the ECOSOCl and by other non-governmental organizations 1."
ECOSOC,Economic and Social Counci,1600,UNITED NATIONS E ECOSOCl Distr.
ECOSOC,Economic and Social Council,1601,"Participation of non-governmental organizations The secretariat established at the meetings of the Preparatory Committee that non-governmental human rights organizations in consultative status with the ECOSOC and those working actively in the field of human rights and/or development and based in the corresponding regions may, after consulting with the countries of the region, participate in the World Conference on Human Rights."
ECOSOC,Economic and Social Council,1602,"A/47/1011 ADOPTION OF THE AGENDA AND ORGANIZATION OF WORK REPORT OF THE ECONOMIC AND SOCIAL COUNCIL SOCIAL DEVELOPMENT: QUESTIONS RELATING TO THE WORLD SOCIAL SITUATION AND TO YOUTH, AGEING, DISABLED PERSONS AND THE FAMILY Letter dated 2 September 1993 from the President of the ECOSOC to the President of the General Assembly The ECOSOC, in its resolution 1993/23 of 27 July 1993, which was adopted on the recommendation of the Commission for Social Development, approved the attached draft resolution entitled ""International Year of the Family"", for transmission to the General Assembly for its adoption."
ECOSOC,Economic and Social Council,1603,"International Organization for the Elimination of All Forms of Racial Discrimination Equality of treatment and opportunity The International Organization for the Elimination of All Forms of Racial Discrimination, an institution founded 17 years ago and recognized by the United Nations in consultative status with the ECOSOC, has been struggling since then for equality of treatment and of social, economic and political opportunity all over the world."
ECOSOC,Economic and Social Council,1604,"At its most recent session, the Sub-Commission on Prevention of Discrimination and Protection of Minorities adopted, without a vote, the resolution contained in document E/CN.4/Sub.2/1992/L.28, in which it recommends that the Commission and the ECOSOC authorize two experts to carry out a study on impunity."
ECOSOC,Economic and Social Council,1605,"SH WORLD CONFERENCE ON HUMAN RIGHTS Regional Meeting for Latin America and the Caribbean San José, Costa Rica, 18-22 January 1993 Agenda items 7, 8, 11 and 12 RECOMMENDATIONS TO ENSURE THE NECESSARY TECHNICAL AND FINANCIAL COOPERATION FOR THE STRENGTHENING OF THE PROMOTION AND PROTECTION OF HUMAN RIGHTS Written statements submitted by non-governmental organizations in consultative status with the ECOSOC and by other non-governmental organizations 1."
ECOSOC,Economic and Social Council,1606,UNITED NATIONS E ECOSOC Distr.
EE,Estonia,1607,"The Committee had before it written representations from the Republic of Moldova, the Czech Republic, Armenia, Latvia, Ukraine (two), EE, the Slovak Republic, Kazakhstan, Belarus, Lithuania, Azerbaijan and a joint representation from 14 of the former Soviet republics (excluding EE).*"
